team_id,name,level,parent_city,region,lon,lat,gdp,population,tourism,football_facility,youth_football,sports_investment,data_quality
T01,杭州市,city,杭州市,浙北,120.1551,30.2741,21860,1259,250,142.88060240963858,68.01060240963855,98.27706827309237,city_level_proxy
T02,建德市,county,杭州市,浙北,120.0476,30.460295461813654,6067.83266398929,332.95240963855423,72.18875502008034,40.373960508701465,33.634176706827304,32.71978246318608,county_proxy_replace_with_official_data
T03,桐庐县,county,杭州市,浙北,120.0301,30.057593649053892,5778.121820615796,307.92409638554216,65.97640562248996,36.8750327978581,31.14923694779116,30.00755354752343,county_proxy_replace_with_official_data
T04,淳安县,county,杭州市,浙北,120.4401,30.2741,5465.0,280.8732931726908,59.26204819277109,33.09336345381526,28.46349397590361,27.076154618473893,county_proxy_replace_with_official_data
T05,宁波市,city,宁波市,浙东,121.5503,29.8739,18147,969,190,132.21813855421686,66.16963855421687,91.7875923694779,city_level_proxy
T06,余姚市,county,宁波市,浙东,121.5503,30.0889,3734.1643072289157,188.69231927710842,40.28915662650602,31.603711621485942,27.709267068273093,26.403683860441767,county_proxy_replace_with_official_data
T07,慈溪市,county,宁波市,浙东,121.3003,29.8739,2449.6628012048195,231.30496987951804,50.73343373493976,34.437273619477914,35.0385843373494,29.05588391064257,county_proxy_replace_with_official_data
T08,象山县,county,宁波市,浙东,121.5503,29.5889,2092.5531626506026,202.7019578313253,43.72289156626506,28.267711169678712,30.118905622489955,24.227366842369477,county_proxy_replace_with_official_data
T09,宁海县,county,宁波市,浙东,121.7303,29.8739,2442.37484939759,230.72123493975906,50.59036144578313,34.3113641817269,34.93818273092369,28.957342745983937,county_proxy_replace_with_official_data
T10,温州市,city,温州市,浙南,120.6994,27.9949,9718,976,175,87.04839759036145,67.63939759036144,63.079265060240964,city_level_proxy
T11,瑞安市,county,温州市,浙南,120.85142795795511,28.14692795795511,693.4807730923694,122.14698795180722,24.632435993975903,30.223367444779115,33.363815261044174,26.21161357931727,county_proxy_replace_with_official_data
T12,乐清市,county,温州市,浙南,120.6994,28.2449,557.8580823293172,101.71566265060241,20.053181475903617,22.770776380522086,26.38590361445783,20.29022753514056,county_proxy_replace_with_official_data
T13,龙港市,county,温州市,浙南,120.49787456736183,28.19642543263817,1022.7804718875502,98.48192771084338,19.328407379518072,23.29358707329317,25.2814859437751,20.56899937248996,county_proxy_replace_with_official_data
T14,永嘉县,county,温州市,浙南,120.51939999999999,27.9949,780.3183232931726,135.2289156626506,27.564476656626507,34.9951703564257,37.83168674698795,30.003004643574297,county_proxy_replace_with_official_data
T15,平阳县,county,温州市,浙南,120.54737204204488,27.842872042044892,982.2888052208835,92.38192771084337,17.961219879518072,21.06853290662651,23.19815261044177,18.801103539156628,county_proxy_replace_with_official_data
T16,苍南县,county,温州市,浙南,120.6994,27.7449,981.8009538152611,92.30843373493977,17.944747740963855,21.0417250251004,23.17305220883534,18.779803589357428,county_proxy_replace_with_official_data
T17,文成县,county,温州市,浙南,120.90092543263816,27.793374567361834,1003.2664156626506,95.54216867469879,18.6695218373494,22.221271812248997,24.277469879518073,19.71700138052209,county_proxy_replace_with_official_data
T18,泰顺县,county,温州市,浙南,120.8794,27.9949,928.6251506024097,84.29759036144578,16.149284638554217,18.11966593875502,20.437108433734938,16.45810906124498,county_proxy_replace_with_official_data
T19,嘉兴市,city,嘉兴市,浙北,120.7555,30.7461,7628,558,135,66.99918072289157,42.365180722891566,50.061453815261046,city_level_proxy
T20,海宁市,county,嘉兴市,浙北,120.82193865379061,30.950577151003458,1000.2176706827307,125.91975903614457,34.693373493975905,36.5931313253012,38.348,31.21540361445783,county_proxy_replace_with_official_data
T21,平湖市,county,嘉兴市,浙北,120.55324575140627,30.893046313073118,887.4825702811244,113.54963855421688,30.95240963855422,31.58008457831325,33.72952610441767,27.238786746987955,county_proxy_replace_with_official_data
T22,桐乡市,county,嘉兴市,浙北,120.52493015660313,30.578581203096643,961.6181526104416,121.68433734939757,33.4125,34.87670771084338,36.76667469879518,29.85384457831325,county_proxy_replace_with_official_data
T23,嘉善县,county,嘉兴市,浙北,120.81112305898749,30.57490982706687,1002.6684337349398,126.18867469879517,34.774698795180726,36.70211060240964,13.423301204819278,31.301851807228914,county_proxy_replace_with_official_data
T24,海盐县,county,嘉兴市,浙北,120.9705,30.7461,1073.1278714859438,66.89277108433734,16.842469879518074,14.810164417670682,16.309847389558232,13.76715702811245,county_proxy_replace_with_official_data
T25,湖州市,city,湖州市,浙北,120.0868,30.8944,4351,344,120,58.20760843373494,43.037108433734936,44.746572289156624,city_level_proxy
T26,德清县,county,湖州市,浙北,119.9793,31.080595461813655,993.3909638554218,65.55341365461848,23.566265060240966,38.401567168674696,15.24722891566265,12.64411997991968,county_proxy_replace_with_official_data
T27,长兴县,county,湖州市,浙北,119.9618,30.677893649053892,1074.3533467202142,75.15502008032128,27.753012048192772,17.14879093038822,18.736184738955824,15.637690595716197,county_proxy_replace_with_official_data
T28,安吉县,county,湖州市,浙北,120.3718,30.8944,751.0862784471218,105.68674698795179,41.066265060240966,27.111733701472556,29.830562248995985,23.705024933065594,county_proxy_replace_with_official_data
T29,绍兴市,city,绍兴市,浙东,120.5821,29.9971,7791,539,145,74.9137530120482,48.623253012048195,55.31066867469879,city_level_proxy
T30,诸暨市,county,绍兴市,浙东,120.4746,30.183295461813653,1244.7869477911647,155.20602409638553,46.12776104417671,26.430047489959836,29.370923694779115,23.01156576305221,county_proxy_replace_with_official_data
